City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Borovskoy,KZ,53.8,64.15,51.51,79,22,9.84,few clouds
466,Madinat Sittah Uktubar,EG,29.8167,31.05,85.6,35,0,15.57,clear sky
467,Kloulklubed,PW,7.0419,134.2556,75.7,76,100,7.38,moderate rain
468,Hammerfest,NO,70.6634,23.6821,77.45,44,0,8.05,clear sky
469,Hobyo,SO,5.3505,48.5268,79.54,72,77,29.71,broken clouds
470,Pochutla,MX,15.7432,-96.4661,87.82,62,31,7.67,scattered clouds
471,Erenhot,CN,43.6475,111.9767,64.51,81,100,17.16,overcast clouds
472,Olden,NO,61.8364,6.8064,65.14,81,100,2.66,light rain
473,Husavik,IS,66.0449,-17.3389,46.49,99,99,11.16,overcast clouds
474,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,74,20,17.27,few clouds
475,Dunedin,NZ,-45.8742,170.5036,42.8,86,100,5.03,overcast clouds
476,Jalu,LY,29.0331,21.5482,97.27,14,0,9.46,clear sky
477,Nioro,GM,13.35,-15.75,96.42,41,38,2.89,scattered clouds
478,Makakilo City,US,21.3469,-158.0858,79.2,62,0,9.22,clear sky
479,Spokane,US,47.6166,-117.3677,81.19,36,0,8.05,clear sky
480,Geraldton,AU,-28.7667,114.6,52.21,93,14,8.05,few clouds
481,Belorechensk,RU,44.76,39.87,65.03,95,100,7.96,moderate rain
482,Pemberton,CA,50.3164,-122.8027,86.2,33,71,0.92,broken clouds
483,Fairbanks,US,64.8378,-147.7164,69.22,62,75,0.0,smoke
484,Flin Flon,CA,54.7682,-101.865,57.04,72,75,13.8,broken clouds
485,Nicoya,CR,10.1483,-85.452,73.09,94,100,3.58,overcast clouds
486,Aljezur,PT,37.3191,-8.8033,66.58,62,0,19.39,clear sky
487,Manokwari,ID,-0.8667,134.0833,76.93,81,100,3.0,overcast clouds
488,Mulege,MX,26.8833,-111.9833,90.09,47,9,8.5,clear sky
489,San Luis,AR,-33.295,-66.3356,55.18,55,95,5.79,overcast clouds
490,La Rioja,ES,42.25,-2.5,56.98,89,100,5.19,overcast clouds
491,Wenling,CN,28.3669,121.36,77.59,93,99,12.88,overcast clouds
492,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,74,75,5.75,broken clouds
493,Grindavik,IS,63.8424,-22.4338,53.55,71,100,16.11,overcast clouds
494,Matamoros,MX,25.5333,-103.25,84.31,37,75,4.61,broken clouds
495,Esil,KZ,51.9556,66.4042,52.48,74,63,4.14,broken clouds
496,Alyangula,AU,-13.8483,136.4192,75.72,75,100,18.45,overcast clouds
497,Nizwa,OM,22.9333,57.5333,89.22,54,99,5.5,overcast clouds
498,Constitucion,CL,-35.3333,-72.4167,57.47,69,3,8.16,clear sky
499,Jiazi,CN,22.8779,116.067,81.12,81,96,1.63,overcast clouds
500,Mnogovershinnyy,RU,53.9353,139.9242,48.52,81,1,4.23,clear sky
501,Cascais,PT,38.6979,-9.4215,70.47,53,20,25.32,few clouds
502,Hvolsvollur,IS,63.7533,-20.2243,52.47,82,100,4.23,overcast clouds
503,Uwajima,JP,33.2238,132.56,76.75,90,100,7.85,overcast clouds
504,Udachnyy,RU,66.4167,112.4,39.45,80,89,6.91,overcast clouds
505,Haines Junction,CA,60.7522,-137.5108,66.15,42,63,3.44,broken clouds
506,Goderich,CA,43.7501,-81.7165,59.92,74,78,16.33,broken clouds
507,Nisia Floresta,BR,-6.0911,-35.2086,79.18,80,51,13.51,broken clouds
508,Road Town,VG,18.4167,-64.6167,87.89,62,20,11.5,few clouds
509,Albury,AU,-36.0833,146.9167,39.02,100,36,3.38,scattered clouds
510,Asau,RO,46.4333,26.4,70.95,100,95,4.07,overcast clouds
511,Gazojak,TM,41.1875,61.4036,98.22,13,0,11.03,clear sky
512,Cuiluan,CN,47.72,128.648,62.46,96,100,2.71,overcast clouds
513,Padre Bernardo,BR,-15.35,-48.5,86.27,19,38,7.52,scattered clouds
514,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,64,75,8.05,broken clouds
515,Khajuraho,IN,24.85,79.9333,93.7,49,99,8.75,overcast clouds
516,Pingliang,CN,35.5392,106.6861,65.35,41,60,6.62,broken clouds
517,Yar-Sale,RU,66.8333,70.8333,52.34,75,94,17.16,overcast clouds
518,Sayyan,YE,15.1718,44.3244,71.58,31,100,4.56,overcast clouds
519,Kawasaki,JP,35.5206,139.7172,84.02,85,20,6.91,few clouds
520,Taylor,US,32.3001,-99.8337,87.33,41,40,13.8,scattered clouds
521,Sabha,LY,27.0377,14.4283,99.61,12,5,8.55,clear sky
522,Sobolevo,RU,54.4299,31.8996,74.12,82,5,4.85,clear sky
523,Verdun,FR,49.25,5.3333,62.58,80,99,4.92,overcast clouds
524,Matagami,CA,49.7502,-77.6328,59.11,55,75,14.97,broken clouds
525,Palaikastron,GR,35.2,26.25,75.16,72,0,18.23,clear sky
526,Wad Rawah,SD,15.1603,33.1397,97.23,26,67,7.4,broken clouds
527,Te Anau,NZ,-45.4167,167.7167,35.2,94,57,2.84,broken clouds
528,Cayenne,GF,4.9333,-52.3333,86.04,1,100,10.36,overcast clouds
529,Atasu,KZ,48.6814,71.6433,62.35,45,1,11.18,clear sky
530,Southbridge,US,42.0751,-72.0334,73.15,97,100,8.41,overcast clouds
531,Samfya,ZM,-11.3649,29.5565,62.76,51,11,13.0,few clouds
532,North Bend,US,43.4065,-124.2243,60.17,93,100,4.61,overcast clouds
533,Levice,SK,48.2156,18.6071,80.04,49,73,6.4,broken clouds
534,Luwuk,ID,-0.9516,122.7875,76.35,89,84,5.08,broken clouds
535,Pechenga,RU,69.5259,31.1703,51.82,69,1,17.31,clear sky
536,Uzhhorod,UA,48.6167,22.3,77.49,55,4,7.67,clear sky
537,San Onofre,CO,9.7359,-75.5263,83.28,75,66,6.42,broken clouds
538,Zharkovskiy,RU,55.849,32.2697,76.46,66,61,4.56,broken clouds
539,Newark,US,40.7357,-74.1724,77.25,86,100,16.11,mist
540,Camabatela,AO,-8.1881,15.375,67.51,34,4,5.06,clear sky
541,Kiama,AU,-34.6833,150.8667,51.39,69,94,5.01,light rain
542,Santa Fe,AR,-31.6333,-60.7,55.02,77,100,1.99,light rain
543,Adrar,MR,20.5022,-10.0711,101.64,11,0,14.38,clear sky
544,Terrace,CA,54.5163,-128.6035,73.31,46,75,6.91,broken clouds
545,Saint-Augustin,CA,51.226,-58.6502,60.94,84,100,18.86,overcast clouds
546,Ridgecrest,US,35.6225,-117.6709,100.69,11,0,6.91,clear sky
547,Tecoanapa,MX,16.5167,-98.75,84.54,68,78,6.69,broken clouds
548,Opuwo,NA,-18.0607,13.84,62.2,30,0,9.37,clear sky
549,Punta Gorda,US,26.9298,-82.0454,93.0,55,0,5.01,clear sky
550,Oktyabrskiy,RU,54.4815,53.471,62.94,93,74,12.5,light rain
551,Yulara,AU,-25.2406,130.9889,48.65,52,87,10.04,overcast clouds
552,Ixtapa,MX,20.7,-105.2,83.43,70,75,6.91,broken clouds
553,Laje,BR,-10.1833,-40.9667,81.59,40,31,14.97,scattered clouds
554,Verkhnevilyuysk,RU,63.4453,120.3167,51.76,84,100,5.77,overcast clouds
555,Homer,US,59.6425,-151.5483,53.8,81,100,5.75,overcast clouds
556,Ostersund,SE,63.1792,14.6357,74.61,64,75,58.0,broken clouds
557,Beloha,MG,-25.1667,45.05,60.28,67,17,10.49,few clouds
558,Marsh Harbour,BS,26.5412,-77.0636,82.56,69,6,9.17,clear sky
559,Sibolga,ID,1.7427,98.7792,76.51,89,100,2.46,overcast clouds
560,Hami,CN,42.8,93.45,89.38,17,72,7.67,broken clouds
561,Colares,PT,38.7992,-9.4469,70.29,52,20,25.32,few clouds
562,Ghanzi,BW,-21.5667,21.7833,53.85,71,89,10.07,light rain
563,Grand Gaube,MU,-20.0064,57.6608,72.0,73,21,12.55,few clouds
564,Labuan,MY,5.2767,115.2417,80.96,89,20,1.14,few clouds
565,Bulawayo,ZW,-20.15,28.5833,50.74,84,15,12.93,few clouds
566,Kant,IN,27.8,79.8,95.4,43,94,8.08,overcast clouds
567,Kanigoro,ID,-8.13,112.219,72.34,83,78,8.57,broken clouds
568,Gilbues,BR,-9.8317,-45.3439,91.42,21,0,8.08,clear sky
569,Nangomba,TZ,-10.9,38.5,74.41,44,99,7.05,overcast clouds
570,Berlevag,NO,70.8578,29.0864,64.4,71,0,23.02,clear sky
571,Ostrovnoy,RU,68.0531,39.5131,41.54,77,93,10.71,overcast clouds
572,Princeton,US,25.5384,-80.4089,93.02,64,20,7.0,few clouds
573,Sant Feliu De Guixols,ES,41.7833,3.0333,80.92,29,42,8.37,scattered clouds
574,Zdvinsk,RU,54.7021,78.661,54.57,81,66,14.34,broken clouds
575,Nuevo Progreso,MX,23.1667,-97.95,89.47,54,9,7.0,clear sky
576,Pacific Grove,US,36.6177,-121.9166,76.21,90,100,10.0,haze
577,Acapulco,MX,16.8634,-99.8901,85.82,74,75,3.44,broken clouds
578,Pangnirtung,CA,66.1451,-65.7125,39.2,100,100,13.8,fog
579,Pangoa,PE,-12.1167,-73.0,80.94,52,74,4.21,broken clouds
580,Sape,BR,-7.0964,-35.2328,76.37,84,58,14.25,broken clouds
581,Kula,TR,38.5473,28.6498,72.09,45,42,11.77,scattered clouds
582,Green River,US,41.5286,-109.4662,80.98,21,0,3.0,clear sky
583,Kampot,KH,10.6167,104.1833,80.65,86,9,6.67,clear sky
584,Kinna,SE,57.5073,12.6946,83.75,85,100,3.2,overcast clouds
585,Cauquenes,CL,-35.9671,-72.3225,59.47,63,7,6.35,clear sky
586,Bantou,CN,26.2151,117.4893,76.1,89,100,2.44,overcast clouds
587,Cordele,US,31.9635,-83.7824,97.32,35,40,8.05,scattered clouds
588,Juneau,US,58.3019,-134.4197,70.84,77,0,11.5,clear sky
589,Kem,RU,64.9555,34.5793,48.27,73,84,6.46,broken clouds
590,Ilhabela,BR,-23.7781,-45.3581,67.5,74,59,9.86,broken clouds
591,Santa Cruz,BO,-17.8,-63.1667,84.25,42,20,24.16,few clouds
592,Kuytun,RU,54.3419,101.5036,66.45,70,65,6.6,broken clouds
593,Suda,RU,59.1525,37.5582,68.11,74,26,7.78,scattered clouds
594,Sicuani,PE,-14.2694,-71.2261,58.41,17,7,4.5,clear sky
595,Raga,SS,8.4596,25.678,72.55,89,96,6.67,overcast clouds
596,Nishihara,JP,26.1842,127.7558,81.68,86,40,10.36,scattered clouds
597,Ilo,PE,-17.6394,-71.3375,67.06,68,0,11.5,clear sky
598,Belaya Gora,RU,68.5333,146.4167,41.7,89,100,12.66,light rain
599,Talaya,RU,61.3833,152.75,66.02,68,80,6.87,broken clouds
600,Safaga,EG,26.7292,33.9365,88.02,42,0,9.93,clear sky
601,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,13.8,overcast clouds
602,Dharchula,IN,29.85,80.5333,75.74,92,100,0.98,overcast clouds
603,Fort Smith,US,35.3859,-94.3986,82.44,45,0,12.66,clear sky
604,Soritor,PE,-6.1392,-77.1039,83.98,42,69,3.11,broken clouds
605,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.71,72,86,5.1,overcast clouds
606,Amahai,ID,-3.3333,128.9167,75.97,89,89,1.61,overcast clouds
607,Eureka,US,40.8021,-124.1637,83.68,68,2,6.24,clear sky
608,Belyy Yar,RU,53.6039,91.3903,76.89,61,0,8.95,clear sky
609,Nador,MA,35.174,-2.9287,80.67,36,0,17.27,clear sky
610,Manono,CD,-7.3,27.4167,76.32,31,4,6.33,clear sky
611,Samaipata,BO,-18.15,-63.8667,67.78,40,34,8.23,scattered clouds
612,Andenes,NO,69.3143,16.1194,67.98,68,49,3.44,scattered clouds
613,Nouadhibou,MR,20.931,-17.0347,75.18,60,0,21.85,sand
614,Springfield,US,37.2153,-93.2982,81.0,41,0,8.05,clear sky
615,Topliceni,RO,45.4167,27.0,69.3,75,97,1.81,overcast clouds
616,Hornepayne,CA,49.2138,-84.7705,64.33,36,44,11.27,scattered clouds
617,Saint-Louis,SN,16.3333,-15.0,109.04,14,5,4.7,clear sky
618,Sabzevar,IR,36.2126,57.6819,92.48,14,20,11.5,few clouds
619,Laem Sing,TH,12.4816,102.0738,85.14,82,44,4.63,scattered clouds
620,Ledyard,US,41.4398,-72.0142,72.41,81,100,11.5,heavy intensity rain
621,Veraval,IN,20.9,70.3667,83.73,76,93,13.78,overcast clouds
622,Muncar,ID,-8.4333,114.3333,75.33,87,94,8.34,overcast clouds
623,Kamina,CD,-8.7386,24.9906,63.18,42,0,4.21,clear sky
624,College,US,64.8569,-147.8028,69.21,62,75,0.0,smoke
625,Shymkent,KZ,42.3,69.6,79.39,34,0,6.71,clear sky
626,Kouqian,CN,43.6391,126.4578,67.6,99,100,5.88,overcast clouds
627,Banda Aceh,ID,5.5577,95.3222,78.94,84,100,11.72,light rain
628,Rocha,UY,-34.4833,-54.3333,50.49,91,100,3.69,overcast clouds
629,Miranda De Ebro,ES,42.6865,-2.947,60.98,71,97,7.0,overcast clouds
630,Byron Bay,AU,-28.65,153.6167,52.95,71,77,18.14,broken clouds
631,Itarema,BR,-2.9248,-39.9167,82.9,72,22,12.73,few clouds
632,Maruim,BR,-10.7375,-37.0817,78.76,74,3,11.27,clear sky
633,Ampanihy,MG,-24.7,44.75,59.45,76,0,11.81,clear sky
634,Ostroleka,PL,53.0862,21.5757,75.18,65,92,6.93,overcast clouds
635,Lerida,ES,41.6167,0.6167,66.4,88,40,9.22,heavy intensity rain
636,Waw,SS,7.7029,27.9953,79.34,53,92,4.81,overcast clouds
637,Ranong,TH,9.9658,98.6348,79.61,86,99,6.69,overcast clouds
638,Gizo,SB,-8.103,156.8419,80.83,77,83,3.13,light rain
639,Najran,SA,17.4924,44.1277,89.46,13,91,6.33,overcast clouds
640,Bida,NG,9.0833,6.0167,84.76,60,72,7.2,broken clouds
641,Puerto Leguizamo,CO,-0.1934,-74.7819,88.12,47,29,3.44,scattered clouds
642,Baytown,US,29.7355,-94.9774,100.17,58,74,10.51,broken clouds
643,Scarborough,GB,54.2797,-0.4044,63.79,50,80,3.0,broken clouds
644,Dong Hoi,VN,17.4833,106.6,82.22,75,45,6.22,scattered clouds
645,Riyadh,SA,24.6877,46.7219,95.14,11,14,12.37,few clouds
646,Locri,IT,38.2414,16.2623,89.31,43,1,5.1,clear sky
647,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.33,83,75,3.53,broken clouds
648,Tigil,RU,57.8,158.6667,49.8,83,15,1.99,few clouds
649,Miramar,US,25.9873,-80.2323,92.01,65,0,12.66,clear sky
650,Praya,CV,14.9215,-23.5087,79.34,65,20,19.57,few clouds
651,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,71.94,68,18,6.67,few clouds
652,Mgandu,TZ,-5.95,34.1333,67.37,44,76,10.29,broken clouds
653,Kolobrzeg,PL,54.1757,15.5834,80.04,54,32,14.83,scattered clouds
654,Sri Aman,MY,1.2376,111.4621,72.81,99,57,0.16,broken clouds
655,Ilovita,RO,44.7564,22.4728,77.61,56,32,2.55,scattered clouds
656,Lugo,ES,43.0,-7.5,63.91,68,26,5.01,scattered clouds
657,Khanpur,PK,28.6453,70.6567,104.74,14,5,6.73,clear sky
658,Sungaipenuh,ID,-2.0833,101.3833,65.57,98,98,1.01,overcast clouds
659,Ostrovskoye,RU,57.8057,42.2433,60.33,86,30,5.75,scattered clouds
660,Erzin,TR,36.9559,36.2,73.65,73,1,5.01,clear sky
661,Datong,CN,40.0936,113.2914,63.23,82,45,4.9,scattered clouds
662,Belawan,ID,3.7755,98.6832,79.09,94,100,5.44,overcast clouds
663,Dalbandin,PK,28.8947,64.4101,100.56,14,42,5.75,scattered clouds
664,Paita,PE,-5.0892,-81.1144,71.31,68,15,15.55,few clouds
665,Beliator,IN,23.3333,87.2167,84.67,71,100,13.42,overcast clouds
666,Bavly,RU,54.393,53.2602,62.35,93,76,13.18,broken clouds
667,Vieques,PR,18.425,-65.8329,91.67,62,40,17.27,haze
668,Sao Felix Do Xingu,BR,-6.6447,-51.995,92.39,25,5,3.58,clear sky
669,Rovaniemi,FI,66.5,25.7167,74.61,60,0,9.22,clear sky
670,Severo-Yeniseyskiy,RU,60.3725,93.0408,55.51,94,25,3.56,scattered clouds
671,Gaziantep,TR,37.0594,37.3825,75.13,38,0,6.91,clear sky
672,Shu,KZ,43.5983,73.7614,86.16,26,57,2.59,broken clouds
673,Havelock,US,34.8791,-76.9013,91.35,64,40,12.66,scattered clouds
674,Vitim,RU,59.4511,112.5578,61.23,98,65,6.44,broken clouds
675,Goias,BR,-15.5807,-49.6362,87.57,19,8,6.11,clear sky
676,Kupino,RU,54.3663,77.2981,55.2,78,80,14.61,broken clouds
677,Mihijam,IN,23.8526,86.8788,85.23,67,100,12.82,overcast clouds
678,Olinda,BR,-8.0089,-34.8553,80.33,74,75,18.41,broken clouds
679,Korla,CN,41.7597,86.1469,87.51,20,6,10.94,clear sky
680,Hualmay,PE,-11.0964,-77.6139,67.77,71,69,9.64,broken clouds
681,Beboto,TD,8.2668,16.939,80.22,65,28,4.52,scattered clouds
682,Palma Del Rio,ES,37.7002,-5.2812,89.92,13,0,8.21,clear sky
683,Yamoussoukro,CI,6.8206,-5.2767,78.01,90,65,2.35,light rain
684,Concarneau,FR,47.875,-3.9225,66.81,65,86,11.21,overcast clouds
685,Puerto Penasco,MX,31.3167,-113.5333,86.92,66,1,8.99,clear sky
686,Milkovo,RU,54.7167,158.6167,53.31,80,1,3.53,clear sky
687,Denpasar,ID,-8.65,115.2167,80.26,78,40,13.8,scattered clouds
688,Batagay,RU,67.6333,134.6333,38.01,93,100,1.92,overcast clouds
689,Klyuchi,RU,52.2667,79.1667,57.15,68,23,9.26,few clouds
690,Wanxian,CN,30.8039,108.3897,76.12,96,27,2.26,scattered clouds
691,Batavia,US,41.85,-88.3126,77.14,38,0,13.8,clear sky
692,Beeville,US,28.4008,-97.7483,102.29,28,0,0.0,clear sky
693,Deputatskiy,RU,69.3,139.9,31.68,100,100,3.31,snow
694,Dzerzhinskoye,RU,56.8344,95.2283,62.17,96,100,5.08,overcast clouds
695,Imperia,IT,43.9667,7.7833,80.56,63,0,2.15,clear sky
696,Carahue,CL,-38.7,-73.1667,52.97,84,100,2.35,overcast clouds
697,Orasac,BA,44.6289,16.0711,79.11,69,0,2.86,clear sky
698,Malakal,SS,9.5334,31.6605,72.59,77,76,1.36,broken clouds
699,La Huacana,MX,18.9667,-101.8167,88.32,52,63,4.47,broken clouds
